Provinsi,KabKot,Jenis Kelamin,Tingkat Pendidikan,Jumlah Penduduk,Latitude,Longitude
Sumatera Selatan,Ogan Komering Ulu Selatan,Jumlah Laki Laki,Tamat SLTA,19055,-4.56882,103.97
Sumatera Selatan,Ogan Komering Ulu Selatan,Jumlah Laki Laki,Tamat PT,2543,-4.56882,103.97
Sumatera Selatan,Ogan Komering Ulu Timur,Jumlah Laki Laki,Tidak/Belum Tamat SD,19807,-4.08204,104.568
Sumatera Selatan,Ogan Komering Ulu Timur,Jumlah Laki Laki,Tamat SD,87937,-4.08204,104.568
Sumatera Selatan,Ogan Komering Ulu Timur,Jumlah Laki Laki,Tamat SLTP,55706,-4.08204,104.568
Sumatera Selatan,Ogan Komering Ulu Timur,Jumlah Laki Laki,Tamat SLTA,41132,-4.08204,104.568
Sumatera Selatan,Ogan Komering Ulu Timur,Jumlah Laki Laki,Tamat PT,6602,-4.08204,104.568
Sumatera Selatan,Ogan Ilir,Jumlah Laki Laki,Tidak/Belum Tamat SD,8506,-3.42967,104.575
Sumatera Selatan,Ogan Ilir,Jumlah Laki Laki,Tamat SD,60899,-3.42967,104.575
Sumatera Selatan,Ogan Ilir,Jumlah Laki Laki,Tamat SLTP,28062,-3.42967,104.575
Sumatera Selatan,Ogan Ilir,Jumlah Laki Laki,Tamat SLTA,26565,-3.42967,104.575
Sumatera Selatan,Ogan Ilir,Jumlah Laki Laki,Tamat PT,4021,-3.42967,104.575
Sumatera Selatan,Empat Lawang,Jumlah Laki Laki,Tidak/Belum Tamat SD,7122,-3.72128,102.917
Sumatera Selatan,Empat Lawang,Jumlah Laki Laki,Tamat SD,31745,-3.72128,102.917
Sumatera Selatan,Empat Lawang,Jumlah Laki Laki,Tamat SLTP,20094,-3.72128,102.917
Sumatera Selatan,Empat Lawang,Jumlah Laki Laki,Tamat SLTA,14462,-3.72128,102.917
Sumatera Selatan,Empat Lawang,Jumlah Laki Laki,Tamat PT,1524,-3.72128,102.917
Sumatera Selatan,Kota Palembang,Jumlah Laki Laki,Tidak/Belum Tamat SD,16941,-3.0036,104.728
Sumatera Selatan,Kota Palembang,Jumlah Laki Laki,Tamat SD,101753,-3.0036,104.728
Sumatera Selatan,Kota Palembang,Jumlah Laki Laki,Tamat SLTP,107515,-3.0036,104.728
Sumatera Selatan,Kota Palembang,Jumlah Laki Laki,Tamat SLTA,222034,-3.0036,104.728
Sumatera Selatan,Kota Palembang,Jumlah Laki Laki,Tamat PT,67156,-3.0036,104.728
Sumatera Selatan,Kota Prabumulih,Jumlah Laki Laki,Tidak/Belum Tamat SD,2938,-3.49761,104.22
Sumatera Selatan,Kota Prabumulih,Jumlah Laki Laki,Tamat SD,13919,-3.49761,104.22
Sumatera Selatan,Kota Prabumulih,Jumlah Laki Laki,Tamat SLTP,11613,-3.49761,104.22
Sumatera Selatan,Kota Prabumulih,Jumlah Laki Laki,Tamat SLTA,21646,-3.49761,104.22
Sumatera Selatan,Kota Prabumulih,Jumlah Laki Laki,Tamat PT,4741,-3.49761,104.22
Sumatera Selatan,Kota Pagar Alam,Jumlah Laki Laki,Tidak/Belum Tamat SD,3009,-4.14946,103.34
Sumatera Selatan,Kota Pagar Alam,Jumlah Laki Laki,Tamat SD,14334,-4.14946,103.34
Nanggroe Aceh Darussalam,Simeulue,Jumlah Perempuan,Tidak/Belum Tamat SD,1971,2.62818,96.0898
Nanggroe Aceh Darussalam,Simeulue,Jumlah Perempuan,Tamat SD,10545,2.62818,96.0898
Nanggroe Aceh Darussalam,Simeulue,Jumlah Perempuan,Tamat SLTP,6100,2.62818,96.0898
Nanggroe Aceh Darussalam,Simeulue,Jumlah Perempuan,Tamat SLTA,4448,2.62818,96.0898
Nanggroe Aceh Darussalam,Simeulue,Jumlah Perempuan,Tamat PT,1777,2.62818,96.0898
Nanggroe Aceh Darussalam,Aceh Singkil,Jumlah Perempuan,Tidak/Belum Tamat SD,4251,2.439,97.9244
Nanggroe Aceh Darussalam,Aceh Singkil,Jumlah Perempuan,Tamat SD,9847,2.439,97.9244
Nanggroe Aceh Darussalam,Aceh Singkil,Jumlah Perempuan,Tamat SLTP,6124,2.439,97.9244
Nanggroe Aceh Darussalam,Aceh Singkil,Jumlah Perempuan,Tamat SLTA,5167,2.439,97.9244
Nanggroe Aceh Darussalam,Aceh Singkil,Jumlah Perempuan,Tamat PT,2184,2.439,97.9244
Nanggroe Aceh Darussalam,Aceh Selatan,Jumlah Perempuan,Tidak/Belum Tamat SD,5974,3.25638,97.213
Nanggroe Aceh Darussalam,Aceh Selatan,Jumlah Perempuan,Tamat SD,23133,3.25638,97.213
Nanggroe Aceh Darussalam,Aceh Selatan,Jumlah Perempuan,Tamat SLTP,15451,3.25638,97.213
Nanggroe Aceh Darussalam,Aceh Selatan,Jumlah Perempuan,Tamat SLTA,14197,3.25638,97.213
Nanggroe Aceh Darussalam,Aceh Selatan,Jumlah Perempuan,Tamat PT,5495,3.25638,97.213
Nanggroe Aceh Darussalam,Aceh Tenggara,Jumlah Perempuan,Tidak/Belum Tamat SD,3215,3.59968,97.6619
Nanggroe Aceh Darussalam,Aceh Tenggara,Jumlah Perempuan,Tamat SD,14769,3.59968,97.6619
Nanggroe Aceh Darussalam,Aceh Tenggara,Jumlah Perempuan,Tamat SLTP,16768,3.59968,97.6619
Nanggroe Aceh Darussalam,Aceh Tenggara,Jumlah Perempuan,Tamat SLTA,15838,3.59968,97.6619
Nanggroe Aceh Darussalam,Aceh Tenggara,Jumlah Perempuan,Tamat PT,4120,3.59968,97.6619
Nanggroe Aceh Darussalam,Aceh Timur,Jumlah Perempuan,Tidak/Belum Tamat SD,7243,4.56983,97.7723
Nanggroe Aceh Darussalam,Aceh Timur,Jumlah Perempuan,Tamat SD,50837,4.56983,97.7723
Nanggroe Aceh Darussalam,Aceh Timur,Jumlah Perempuan,Tamat SLTP,30729,4.56983,97.7723
Nanggroe Aceh Darussalam,Aceh Timur,Jumlah Perempuan,Tamat SLTA,18778,4.56983,97.7723
Nanggroe Aceh Darussalam,Aceh Timur,Jumlah Perempuan,Tamat PT,5455,4.56983,97.7723
Nanggroe Aceh Darussalam,Aceh Tengah,Jumlah Perempuan,Tidak/Belum Tamat SD,3738,4.56693,96.8147
Nanggroe Aceh Darussalam,Aceh Tengah,Jumlah Perempuan,Tamat SD,14772,4.56693,96.8147
Nanggroe Aceh Darussalam,Aceh Tengah,Jumlah Perempuan,Tamat SLTP,14206,4.56693,96.8147
Nanggroe Aceh Darussalam,Aceh Tengah,Jumlah Perempuan,Tamat SLTA,17026,4.56693,96.8147
Nanggroe Aceh Darussalam,Aceh Tengah,Jumlah Perempuan,Tamat PT,6477,4.56693,96.8147
Nanggroe Aceh Darussalam,Aceh Barat,Jumlah Perempuan,Tidak/Belum Tamat SD,3560,4.49032,96.041
Nanggroe Aceh Darussalam,Aceh Barat,Jumlah Perempuan,Tamat SD,18219,4.49032,96.041
Nanggroe Aceh Darussalam,Aceh Barat,Jumlah Perempuan,Tamat SLTP,12748,4.49032,96.041
Nanggroe Aceh Darussalam,Aceh Barat,Jumlah Perempuan,Tamat SLTA,14837,4.49032,96.041
Nanggroe Aceh Darussalam,Aceh Barat,Jumlah Perempuan,Tamat PT,5613,4.49032,96.041
Nanggroe Aceh Darussalam,Aceh Besar,Jumlah Perempuan,Tidak/Belum Tamat SD,5348,5.35887,95.5144
Nanggroe Aceh Darussalam,Aceh Besar,Jumlah Perempuan,Tamat SD,25028,5.35887,95.5144
Nanggroe Aceh Darussalam,Aceh Besar,Jumlah Perempuan,Tamat SLTP,28371,5.35887,95.5144
Nanggroe Aceh Darussalam,Aceh Besar,Jumlah Perempuan,Tamat SLTA,39959,5.35887,95.5144
Nanggroe Aceh Darussalam,Aceh Besar,Jumlah Perempuan,Tamat PT,16176,5.35887,95.5144
Nanggroe Aceh Darussalam,Pidie,Jumlah Perempuan,Tidak/Belum Tamat SD,9493,5.1152,95.9574
Nanggroe Aceh Darussalam,Pidie,Jumlah Perempuan,Tamat SD,36263,5.1152,95.9574
Nanggroe Aceh Darussalam,Pidie,Jumlah Perempuan,Tamat SLTP,34336,5.1152,95.9574
Nanggroe Aceh Darussalam,Pidie,Jumlah Perempuan,Tamat SLTA,31785,5.1152,95.9574
Nanggroe Aceh Darussalam,Pidie,Jumlah Perempuan,Tamat PT,12687,5.1152,95.9574
Nanggroe Aceh Darussalam,Bireuen,Jumlah Perempuan,Tidak/Belum Tamat SD,5804,5.081,96.5974
Nanggroe Aceh Darussalam,Bireuen,Jumlah Perempuan,Tamat SD,41636,5.081,96.5974
Nanggroe Aceh Darussalam,Bireuen,Jumlah Perempuan,Tamat SLTP,39537,5.081,96.5974
Nanggroe Aceh Darussalam,Bireuen,Jumlah Perempuan,Tamat SLTA,37079,5.081,96.5974
Nanggroe Aceh Darussalam,Bireuen,Jumlah Perempuan,Tamat PT,13091,5.081,96.5974
Nanggroe Aceh Darussalam,Aceh Utara,Jumlah Perempuan,Tidak/Belum Tamat SD,12005,4.99764,97.1454
Nanggroe Aceh Darussalam,Aceh Utara,Jumlah Perempuan,Tamat SD,66466,4.99764,97.1454
Nanggroe Aceh Darussalam,Aceh Utara,Jumlah Perempuan,Tamat SLTP,46491,4.99764,97.1454
Nanggroe Aceh Darussalam,Aceh Utara,Jumlah Perempuan,Tamat SLTA,35223,4.99764,97.1454
Nanggroe Aceh Darussalam,Aceh Utara,Jumlah Perempuan,Tamat PT,10530,4.99764,97.1454
Nanggroe Aceh Darussalam,Aceh Barat Daya,Jumlah Perempuan,Tidak/Belum Tamat SD,4633,3.78325,96.9143
Nanggroe Aceh Darussalam,Aceh Barat Daya,Jumlah Perempuan,Tamat SD,14873,3.78325,96.9143
Nanggroe Aceh Darussalam,Aceh Barat Daya,Jumlah Perempuan,Tamat SLTP,8887,3.78325,96.9143
Nanggroe Aceh Darussalam,Aceh Barat Daya,Jumlah Perempuan,Tamat SLTA,8144,3.78325,96.9143
Nanggroe Aceh Darussalam,Aceh Barat Daya,Jumlah Perempuan,Tamat PT,4007,3.78325,96.9143
Nanggroe Aceh Darussalam,Gayo Lues,Jumlah Perempuan,Tidak/Belum Tamat SD,2548,3.97798,97.323
Nanggroe Aceh Darussalam,Gayo Lues,Jumlah Perempuan,Tamat SD,6655,3.97798,97.323
Nanggroe Aceh Darussalam,Gayo Lues,Jumlah Perempuan,Tamat SLTP,5072,3.97798,97.323
Nanggroe Aceh Darussalam,Gayo Lues,Jumlah Perempuan,Tamat SLTA,3832,3.97798,97.323
Nanggroe Aceh Darussalam,Gayo Lues,Jumlah Perempuan,Tamat PT,1845,3.97798,97.323
Nanggroe Aceh Darussalam,Aceh Tamiang,Jumlah Perempuan,Tidak/Belum Tamat SD,6894,4.20756,98.0029
Nanggroe Aceh Darussalam,Aceh Tamiang,Jumlah Perempuan,Tamat SD,29444,4.20756,98.0029
Nanggroe Aceh Darussalam,Aceh Tamiang,Jumlah Perempuan,Tamat SLTP,18849,4.20756,98.0029
Nanggroe Aceh Darussalam,Aceh Tamiang,Jumlah Perempuan,Tamat SLTA,19095,4.20756,98.0029
Nanggroe Aceh Darussalam,Aceh Tamiang,Jumlah Perempuan,Tamat PT,5464,4.20756,98.0029
Nanggroe Aceh Darussalam,Nagan Raya,Jumlah Perempuan,Tidak/Belum Tamat SD,3829,4.15452,96.5184
Nanggroe Aceh Darussalam,Nagan Raya,Jumlah Perempuan,Tamat SD,14910,4.15452,96.5184
Nanggroe Aceh Darussalam,Nagan Raya,Jumlah Perempuan,Tamat SLTP,11143,4.15452,96.5184
Nanggroe Aceh Darussalam,Nagan Raya,Jumlah Perempuan,Tamat SLTA,8234,4.15452,96.5184
Nanggroe Aceh Darussalam,Nagan Raya,Jumlah Perempuan,Tamat PT,3363,4.15452,96.5184
Nanggroe Aceh Darussalam,Aceh Jaya,Jumlah Perempuan,Tidak/Belum Tamat SD,2112,4.8271,95.6491
Nanggroe Aceh Darussalam,Aceh Jaya,Jumlah Perempuan,Tamat SD,9634,4.8271,95.6491
Nanggroe Aceh Darussalam,Aceh Jaya,Jumlah Perempuan,Tamat SLTP,5960,4.8271,95.6491
Nanggroe Aceh Darussalam,Aceh Jaya,Jumlah Perempuan,Tamat SLTA,3843,4.8271,95.6491
Nanggroe Aceh Darussalam,Aceh Jaya,Jumlah Perempuan,Tamat PT,1958,4.8271,95.6491
Nanggroe Aceh Darussalam,Bener Meriah,Jumlah Perempuan,Tidak/Belum Tamat SD,2389,4.76923,96.9901
Nanggroe Aceh Darussalam,Bener Meriah,Jumlah Perempuan,Tamat SD,11524,4.76923,96.9901
Nanggroe Aceh Darussalam,Bener Meriah,Jumlah Perempuan,Tamat SLTP,11463,4.76923,96.9901
Nanggroe Aceh Darussalam,Bener Meriah,Jumlah Perempuan,Tamat SLTA,10107,4.76923,96.9901
Nanggroe Aceh Darussalam,Bener Meriah,Jumlah Perempuan,Tamat PT,3472,4.76923,96.9901
Nanggroe Aceh Darussalam,Pidie Jaya,Jumlah Perempuan,Tidak/Belum Tamat SD,2523,5.13828,96.2004
Nanggroe Aceh Darussalam,Pidie Jaya,Jumlah Perempuan,Tamat SD,12735,5.13828,96.2004
Nanggroe Aceh Darussalam,Pidie Jaya,Jumlah Perempuan,Tamat SLTP,13958,5.13828,96.2004
Nanggroe Aceh Darussalam,Pidie Jaya,Jumlah Perempuan,Tamat SLTA,10270,5.13828,96.2004
Nanggroe Aceh Darussalam,Pidie Jaya,Jumlah Perempuan,Tamat PT,4035,5.13828,96.2004
Nanggroe Aceh Darussalam,Kota Banda Aceh,Jumlah Perempuan,Tidak/Belum Tamat SD,1491,5.54215,95.3431
Nanggroe Aceh Darussalam,Kota Banda Aceh,Jumlah Perempuan,Tamat SD,6380,5.54215,95.3431
Nanggroe Aceh Darussalam,Kota Banda Aceh,Jumlah Perempuan,Tamat SLTP,12532,5.54215,95.3431
Nanggroe Aceh Darussalam,Kota Banda Aceh,Jumlah Perempuan,Tamat SLTA,40953,5.54215,95.3431
Nanggroe Aceh Darussalam,Kota Banda Aceh,Jumlah Perempuan,Tamat PT,19348,5.54215,95.3431
Nanggroe Aceh Darussalam,Kota Sabang,Jumlah Perempuan,Tidak/Belum Tamat SD,531,5.83886,95.2953
Nanggroe Aceh Darussalam,Kota Sabang,Jumlah Perempuan,Tamat SD,1852,5.83886,95.2953
Nanggroe Aceh Darussalam,Kota Sabang,Jumlah Perempuan,Tamat SLTP,2237,5.83886,95.2953
Nanggroe Aceh Darussalam,Kota Sabang,Jumlah Perempuan,Tamat SLTA,3626,5.83886,95.2953
Nanggroe Aceh Darussalam,Kota Sabang,Jumlah Perempuan,Tamat PT,1821,5.83886,95.2953
Nanggroe Aceh Darussalam,Kota Langsa,Jumlah Perempuan,Tidak/Belum Tamat SD,2082,4.48157,97.9214
Nanggroe Aceh Darussalam,Kota Langsa,Jumlah Perempuan,Tamat SD,10999,4.48157,97.9214
Nanggroe Aceh Darussalam,Kota Langsa,Jumlah Perempuan,Tamat SLTP,10940,4.48157,97.9214
Nanggroe Aceh Darussalam,Kota Langsa,Jumlah Perempuan,Tamat SLTA,20346,4.48157,97.9214
Nanggroe Aceh Darussalam,Kota Langsa,Jumlah Perempuan,Tamat PT,6755,4.48157,97.9214
Nanggroe Aceh Darussalam,Kota Lhokseumawe,Jumlah Perempuan,Tidak/Belum Tamat SD,2008,5.12941,97.0654
Nanggroe Aceh Darussalam,Kota Lhokseumawe,Jumlah Perempuan,Tamat SD,13406,5.12941,97.0654
Nanggroe Aceh Darussalam,Kota Lhokseumawe,Jumlah Perempuan,Tamat SLTP,13224,5.12941,97.0654
Nanggroe Aceh Darussalam,Kota Lhokseumawe,Jumlah Perempuan,Tamat SLTA,21710,5.12941,97.0654
Nanggroe Aceh Darussalam,Kota Lhokseumawe,Jumlah Perempuan,Tamat PT,7580,5.12941,97.0654
Nanggroe Aceh Darussalam,Kota Subulussalam,Jumlah Perempuan,Tidak/Belum Tamat SD,2105,2.65359,97.9101
Nanggroe Aceh Darussalam,Kota Subulussalam,Jumlah Perempuan,Tamat SD,6404,2.65359,97.9101
Nanggroe Aceh Darussalam,Kota Subulussalam,Jumlah Perempuan,Tamat SLTP,3917,2.65359,97.9101
Nanggroe Aceh Darussalam,Kota Subulussalam,Jumlah Perempuan,Tamat SLTA,3145,2.65359,97.9101
Nanggroe Aceh Darussalam,Kota Subulussalam,Jumlah Perempuan,Tamat PT,1395,2.65359,97.9101
Sumatera Utara,Nias,Jumlah Perempuan,Tidak/Belum Tamat SD,7533,1.12946,97.7191
Sumatera Utara,Nias,Jumlah Perempuan,Tamat SD,9612,1.12946,97.7191
Sumatera Utara,Nias,Jumlah Perempuan,Tamat SLTP,4139,1.12946,97.7191
Sumatera Utara,Nias,Jumlah Perempuan,Tamat SLTA,2359,1.12946,97.7191
Sumatera Utara,Nias,Jumlah Perempuan,Tamat PT,514,1.12946,97.7191
Sumatera Utara,Mandailing Natal,Jumlah Perempuan,Tidak/Belum Tamat SD,10500,0.716284,99.4183
Sumatera Utara,Mandailing Natal,Jumlah Perempuan,Tamat SD,58977,0.716284,99.4183
Sumatera Utara,Mandailing Natal,Jumlah Perempuan,Tamat SLTP,30408,0.716284,99.4183
Sumatera Utara,Mandailing Natal,Jumlah Perempuan,Tamat SLTA,24137,0.716284,99.4183
Sumatera Utara,Mandailing Natal,Jumlah Perempuan,Tamat PT,6126,0.716284,99.4183
Sumatera Utara,Tapanuli Selatan,Jumlah Perempuan,Tidak/Belum Tamat SD,7012,1.52419,99.2215
Sumatera Utara,Tapanuli Selatan,Jumlah Perempuan,Tamat SD,34074,1.52419,99.2215
Sumatera Utara,Tapanuli Selatan,Jumlah Perempuan,Tamat SLTP,21308,1.52419,99.2215
Sumatera Utara,Tapanuli Selatan,Jumlah Perempuan,Tamat SLTA,17868,1.52419,99.2215
Sumatera Utara,Tapanuli Selatan,Jumlah Perempuan,Tamat PT,3319,1.52419,99.2215
Sumatera Utara,Tapanuli Tengah,Jumlah Perempuan,Tidak/Belum Tamat SD,12364,1.86878,98.6094
Sumatera Utara,Tapanuli Tengah,Jumlah Perempuan,Tamat SD,28976,1.86878,98.6094
Sumatera Utara,Tapanuli Tengah,Jumlah Perempuan,Tamat SLTP,23160,1.86878,98.6094
Sumatera Utara,Tapanuli Tengah,Jumlah Perempuan,Tamat SLTA,20666,1.86878,98.6094
Sumatera Utara,Tapanuli Tengah,Jumlah Perempuan,Tamat PT,4979,1.86878,98.6094
Sumatera Utara,Tapanuli Utara,Jumlah Perempuan,Tidak/Belum Tamat SD,7504,2.0633,98.8284
Sumatera Utara,Tapanuli Utara,Jumlah Perempuan,Tamat SD,21940,2.0633,98.8284
Sumatera Utara,Tapanuli Utara,Jumlah Perempuan,Tamat SLTP,25602,2.0633,98.8284
Sumatera Utara,Tapanuli Utara,Jumlah Perempuan,Tamat SLTA,26606,2.0633,98.8284
Sumatera Utara,Tapanuli Utara,Jumlah Perempuan,Tamat PT,5746,2.0633,98.8284
Sumatera Utara,Toba Samosir,Jumlah Perempuan,Tidak/Belum Tamat SD,3135,2.50027,99.0042
Sumatera Utara,Toba Samosir,Jumlah Perempuan,Tamat SD,11425,2.50027,99.0042
Sumatera Utara,Toba Samosir,Jumlah Perempuan,Tamat SLTP,15499,2.50027,99.0042
Sumatera Utara,Toba Samosir,Jumlah Perempuan,Tamat SLTA,19937,2.50027,99.0042
Sumatera Utara,Toba Samosir,Jumlah Perempuan,Tamat PT,4942,2.50027,99.0042
Sumatera Utara,Labuhan Batu,Jumlah Perempuan,Tidak/Belum Tamat SD,9054,2.14783,99.9218
Sumatera Utara,Labuhan Batu,Jumlah Perempuan,Tamat SD,47060,2.14783,99.9218
Sumatera Utara,Labuhan Batu,Jumlah Perempuan,Tamat SLTP,33083,2.14783,99.9218
Sumatera Utara,Labuhan Batu,Jumlah Perempuan,Tamat SLTA,35704,2.14783,99.9218
Sumatera Utara,Labuhan Batu,Jumlah Perempuan,Tamat PT,7240,2.14783,99.9218
Sumatera Utara,Asahan,Jumlah Perempuan,Tidak/Belum Tamat SD,16660,2.98305,99.531
Sumatera Utara,Asahan,Jumlah Perempuan,Tamat SD,82036,2.98305,99.531
Sumatera Utara,Asahan,Jumlah Perempuan,Tamat SLTP,54158,2.98305,99.531
Sumatera Utara,Asahan,Jumlah Perempuan,Tamat SLTA,54253,2.98305,99.531
Sumatera Utara,Asahan,Jumlah Perempuan,Tamat PT,10531,2.98305,99.531
Sumatera Utara,Simalungun,Jumlah Perempuan,Tidak/Belum Tamat SD,19846,2.95304,99.2713
Sumatera Utara,Simalungun,Jumlah Perempuan,Tamat SD,83621,2.95304,99.2713
Sumatera Utara,Simalungun,Jumlah Perempuan,Tamat SLTP,72515,2.95304,99.2713
Sumatera Utara,Simalungun,Jumlah Perempuan,Tamat SLTA,84160,2.95304,99.2713
Sumatera Utara,Simalungun,Jumlah Perempuan,Tamat PT,13489,2.95304,99.2713
Sumatera Utara,Dairi,Jumlah Perempuan,Tidak/Belum Tamat SD,7471,2.82712,98.2783
Sumatera Utara,Dairi,Jumlah Perempuan,Tamat SD,24975,2.82712,98.2783
Sumatera Utara,Dairi,Jumlah Perempuan,Tamat SLTP,24232,2.82712,98.2783
Sumatera Utara,Dairi,Jumlah Perempuan,Tamat SLTA,21097,2.82712,98.2783
Sumatera Utara,Dairi,Jumlah Perempuan,Tamat PT,5186,2.82712,98.2783
Sumatera Utara,Karo,Jumlah Perempuan,Tidak/Belum Tamat SD,7481,3.09635,98.2514
Sumatera Utara,Karo,Jumlah Perempuan,Tamat SD,31002,3.09635,98.2514
Sumatera Utara,Karo,Jumlah Perempuan,Tamat SLTP,29998,3.09635,98.2514
Sumatera Utara,Karo,Jumlah Perempuan,Tamat SLTA,39485,3.09635,98.2514
Sumatera Utara,Karo,Jumlah Perempuan,Tamat PT,9132,3.09635,98.2514
Sumatera Utara,Deli Serdang,Jumlah Perempuan,Tidak/Belum Tamat SD,26567,3.46231,98.888
Sumatera Utara,Deli Serdang,Jumlah Perempuan,Tamat SD,152902,3.46231,98.888
Sumatera Utara,Deli Serdang,Jumlah Perempuan,Tamat SLTP,161649,3.46231,98.888
Sumatera Utara,Deli Serdang,Jumlah Perempuan,Tamat SLTA,222068,3.46231,98.888
Sumatera Utara,Deli Serdang,Jumlah Perempuan,Tamat PT,41019,3.46231,98.888
Sumatera Utara,Langkat,Jumlah Perempuan,Tidak/Belum Tamat SD,28345,3.766,98.2307
Sumatera Utara,Langkat,Jumlah Perempuan,Tamat SD,120835,3.766,98.2307
Sumatera Utara,Langkat,Jumlah Perempuan,Tamat SLTP,79693,3.766,98.2307
Sumatera Utara,Langkat,Jumlah Perempuan,Tamat SLTA,77021,3.766,98.2307
Sumatera Utara,Langkat,Jumlah Perempuan,Tamat PT,13422,3.766,98.2307
Sumatera Utara,Nias Selatan,Jumlah Perempuan,Tidak/Belum Tamat SD,9263,0.786682,97.7166
Sumatera Utara,Nias Selatan,Jumlah Perempuan,Tamat SD,15303,0.786682,97.7166
Sumatera Utara,Nias Selatan,Jumlah Perempuan,Tamat SLTP,10223,0.786682,97.7166
Sumatera Utara,Nias Selatan,Jumlah Perempuan,Tamat SLTA,6490,0.786682,97.7166
Sumatera Utara,Nias Selatan,Jumlah Perempuan,Tamat PT,1445,0.786682,97.7166
Sumatera Utara,Humbang Hasundutan,Jumlah Perempuan,Tidak/Belum Tamat SD,4112,2.23062,98.5734
Sumatera Utara,Humbang Hasundutan,Jumlah Perempuan,Tamat SD,13375,2.23062,98.5734
Sumatera Utara,Humbang Hasundutan,Jumlah Perempuan,Tamat SLTP,15071,2.23062,98.5734
Sumatera Utara,Humbang Hasundutan,Jumlah Perempuan,Tamat SLTA,14319,2.23062,98.5734
Sumatera Utara,Humbang Hasundutan,Jumlah Perempuan,Tamat PT,3356,2.23062,98.5734
Sumatera Utara,Pakpak Bharat,Jumlah Perempuan,Tidak/Belum Tamat SD,1114,2.55478,98.2762
Sumatera Utara,Pakpak Bharat,Jumlah Perempuan,Tamat SD,3977,2.55478,98.2762
Sumatera Utara,Pakpak Bharat,Jumlah Perempuan,Tamat SLTP,3006,2.55478,98.2762
Sumatera Utara,Pakpak Bharat,Jumlah Perempuan,Tamat SLTA,2515,2.55478,98.2762
Sumatera Utara,Pakpak Bharat,Jumlah Perempuan,Tamat PT,935,2.55478,98.2762
Sumatera Utara,Samosir,Jumlah Perempuan,Tidak/Belum Tamat SD,3890,2.50894,98.6264
Sumatera Utara,Samosir,Jumlah Perempuan,Tamat SD,9350,2.50894,98.6264
Sumatera Utara,Samosir,Jumlah Perempuan,Tamat SLTP,9866,2.50894,98.6264
Sumatera Utara,Samosir,Jumlah Perempuan,Tamat SLTA,10198,2.50894,98.6264
Sumatera Utara,Samosir,Jumlah Perempuan,Tamat PT,2885,2.50894,98.6264
Sumatera Utara,Serdang Bedagai,Jumlah Perempuan,Tidak/Belum Tamat SD,14963,3.34975,99.0295
Sumatera Utara,Serdang Bedagai,Jumlah Perempuan,Tamat SD,75125,3.34975,99.0295
Sumatera Utara,Serdang Bedagai,Jumlah Perempuan,Tamat SLTP,52248,3.34975,99.0295
Sumatera Utara,Serdang Bedagai,Jumlah Perempuan,Tamat SLTA,46994,3.34975,99.0295
Sumatera Utara,Serdang Bedagai,Jumlah Perempuan,Tamat PT,7348,3.34975,99.0295
Sumatera Utara,Batu Bara,Jumlah Perempuan,Tidak/Belum Tamat SD,13511,3.23175,99.5003
Sumatera Utara,Batu Bara,Jumlah Perempuan,Tamat SD,44308,3.23175,99.5003
Sumatera Utara,Batu Bara,Jumlah Perempuan,Tamat SLTP,29152,3.23175,99.5003
Sumatera Utara,Batu Bara,Jumlah Perempuan,Tamat SLTA,25468,3.23175,99.5003
Sumatera Utara,Batu Bara,Jumlah Perempuan,Tamat PT,5015,3.23175,99.5003
Sumatera Utara,Padang Lawas Utara,Jumlah Perempuan,Tidak/Belum Tamat SD,4442,1.61899,99.6822
Sumatera Utara,Padang Lawas Utara,Jumlah Perempuan,Tamat SD,25335,1.61899,99.6822
Sumatera Utara,Padang Lawas Utara,Jumlah Perempuan,Tamat SLTP,19380,1.61899,99.6822
Sumatera Utara,Padang Lawas Utara,Jumlah Perempuan,Tamat SLTA,14563,1.61899,99.6822
Sumatera Utara,Padang Lawas Utara,Jumlah Perempuan,Tamat PT,2726,1.61899,99.6822
Sumatera Utara,Padang Lawas,Jumlah Perempuan,Tidak/Belum Tamat SD,4491,1.2403,99.9102
Sumatera Utara,Padang Lawas,Jumlah Perempuan,Tamat SD,28203,1.2403,99.9102
Sumatera Utara,Padang Lawas,Jumlah Perempuan,Tamat SLTP,18114,1.2403,99.9102
Sumatera Utara,Padang Lawas,Jumlah Perempuan,Tamat SLTA,13574,1.2403,99.9102
Sumatera Utara,Padang Lawas,Jumlah Perempuan,Tamat PT,2856,1.2403,99.9102
Sumatera Utara,Labuhan Batu Selatan,Jumlah Perempuan,Tidak/Belum Tamat SD,5818,1.8468,100.077
Sumatera Utara,Labuhan Batu Selatan,Jumlah Perempuan,Tamat SD,32700,1.8468,100.077
Sumatera Utara,Labuhan Batu Selatan,Jumlah Perempuan,Tamat SLTP,24000,1.8468,100.077
Sumatera Utara,Labuhan Batu Selatan,Jumlah Perempuan,Tamat SLTA,19013,1.8468,100.077
Sumatera Utara,Labuhan Batu Selatan,Jumlah Perempuan,Tamat PT,3392,1.8468,100.077
Sumatera Utara,Labuhan Batu Utara,Jumlah Perempuan,Tidak/Belum Tamat SD,6988,2.42728,99.7271
Sumatera Utara,Labuhan Batu Utara,Jumlah Perempuan,Tamat SD,41673,2.42728,99.7271
Sumatera Utara,Labuhan Batu Utara,Jumlah Perempuan,Tamat SLTP,29530,2.42728,99.7271
